Country Name,Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Early-demographic dividend,EAR,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.4107562876453,60.4782215974215,60.5616335492525,60.4684652963735,60.7445216739842,60.8145329171203,60.9981238699776,61.1915753894751,61.3934764907296,61.5911176828342,61.6354114542896,61.4356068084008,61.151260182353,61.0622406085323,61.0432354954243,60.9169444386952,60.5006104998259,60.2473730015998,59.7521798485132,59.4017126511667,59.1087495682581,58.899395104034,58.7248772848697,58.6039585075716,58.44398029749,58.4087453388796,58.3355494311815,58.3121486742014,58.3060831372962,58.3239034931585,57.0156626615854,57.8846107712094,58.8944228844823,59.5040945836149,59.9537153485519
East Asia & Pacific,EAS,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.1774982259954,78.9069380684976,78.6708887045582,78.3141585237738,78.1842911081549,77.9175146745622,77.6541569699501,77.2920181419877,76.9445149898223,76.5839685379854,76.2821819984295,76.1782217169557,75.8887834639873,75.6612299040055,75.5200777790101,75.2878528200617,75.1285564668598,75.2134638767052,75.0669931008122,74.8913498754787,74.7817959653108,74.9509807149604,74.7832001072348,74.5106378696359,74.5235526028516,74.450717936894,74.3323429300546,74.1588086402761,74.2535384322501,74.2322995816202,73.0891684624696,73.822353664984,73.6184668873871,73.8549517106926,73.660853093998
Europe & Central Asia (excluding high income),ECA,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.5506802168124,65.7865177523575,65.7155377913686,64.7856120249419,65.6431853903315,65.4384418367946,65.1281270634563,64.625805389652,64.4570025068804,64.2295718286956,63.2288453277836,63.0575684368126,62.9070456111203,62.4212169840313,61.5901549541891,61.4572708604618,61.2542647517666,61.2076564022234,61.2016679133076,61.4153191422514,61.6154292746063,61.9741023105609,61.9343004364664,62.176255651312,62.2187703663363,62.6276744688899,63.0607592673193,63.422326680732,63.6639039729597,63.7382509363658,62.0939558723209,62.8974458421173,63.2084802938139,63.3523609687899,63.5434469369879
Europe & Central Asia,ECS,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.7074206305348,68.9040950337879,68.5979282152329,67.8867159635217,67.7254846508566,67.5320786005422,67.3799059765546,67.0762610481853,66.9655169578875,67.7535234343433,67.6436297632653,67.3350776796593,67.5889256594362,67.6465071256872,67.7314263031023,68.0782380279979,68.3347335719127,68.5744222789144,68.8114923747833,68.7514955335237,68.859181439165,69.0468860803169,69.3753218695475,69.6092475919982,69.8368585524245,70.128192557822,70.531113361496,70.8535044011239,71.147242706203,71.2301652971393,70.5001044229695,71.2831679380673,72.2836357423606,72.5992573509789,72.6411954694047
Ecuador,ECU,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.198,64.436,64.461,64.488,64.768,64.841,64.863,65.804,68.072,66.795,65.479,66.132,66.78,67.424,69.589,69.085,70.12,68.989,68.852,66.39,65.193,64.213,64.986,64.879,65.279,68.307,70.342,70.957,69.521,69.138,63.349,68.302,68.271,67.882,67.86
"Egypt, Arab Rep.",EGY,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.775,48.859,49.385,50.113,51.051,49.946,49.248,48.553,47.856,49.515,48.271,47.013,45.346,46.311,47.275,48.238,49.206,50.156,49.868,50.194,51.677,51.162,50.858,50.89,50.639,49.436,48.949,47.261,45.647,44.561,44.021,45.534,45.42,45.483,45.294
Euro area,EMU,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.1858723543617,66.7096018301624,66.2738004716403,66.0944762833499,66.2663942642991,66.179121589048,66.4318003320695,66.6908075445895,67.1026002434972,67.5942619350942,67.8828459294257,67.8411490002064,68.4514041208929,69.0742894285676,69.4297962773407,70.0463152440475,70.6215822304428,70.8978203265072,71.2268809459998,71.2704910380004,71.3543098588033,71.4340178028492,71.9831873889688,72.2178311299521,72.3578508882084,72.4956251270883,72.784009633634,73.0724926630361,73.3529180387084,73.6196937362893,72.7677758443194,73.6486348482934,74.5424544965568,75.0030519151353,75.1110764474143
Eritrea,ERI,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.481,82.491,82.52,82.367,82.191,81.907,81.728,82.013,82.247,82.374,82.465,82.329,82.151,81.946,81.738,81.729,81.829,81.88,81.858,81.716,81.63,81.446,81.317,81.319,81.101,81.278,81.163,81.11,80.781,80.467,79.403,79.871,80.491,80.545,80.538
Spain,ESP,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.485,59.508,59.732,59.999,60.738,60.695,61.318,62.222,62.853,63.659,65.245,64.471,66.533,67.846,68.777,70.048,71.211,71.752,72.694,73.078,73.593,73.921,74.255,74.326,74.279,74.404,74.342,74.092,73.74,73.764,72.267,73.651,74.281,74.586,74.588
Estonia,EST,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.648,77.417,75.217,73.826,74.067,72.962,72.343,72.427,72.058,70.221,70.353,69.243,68.23,70.449,70.63,70.554,72.808,73.214,74.239,74.08,73.901,74.769,74.845,75.201,75.32,76.324,77.216,78.324,78.665,78.338,78.626,78.856,80.873,81.335,81.218
Ethiopia,ETH,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.965,82.925,82.886,82.95,82.981,83.016,83.073,83.117,83.145,83.194,83.235,83.268,83.257,83.221,83.229,83.226,83.168,83.108,83.048,82.991,82.935,82.882,82.831,82.779,81.116,79.457,77.8,76.156,74.521,72.908,70.678,69.515,69.398,69.15,69.083
European Union,EUU,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.3350118660654,66.7187432829893,66.3592515163695,66.1332548210846,66.1727104337101,66.0335688394396,66.1690792482098,66.3001181791055,66.5716517313401,66.9626430642137,67.2180199993773,67.2681318536079,67.6382476318737,68.0517918850334,68.3198899799984,68.8750833336605,69.2929757203935,69.5325319551362,69.8888513679974,69.8031417543388,70.1228506474824,70.2320032815213,70.8214189268496,71.151862727627,71.4705348373127,71.739668710411,72.1115422433614,72.5866689194723,72.9315387691756,73.2843340174994,72.6707681329215,73.6168096357228,74.5060437683073,75.0085919524164,75.1070124003802
Fragile and conflict affected situations,FCS,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.2614255661735,71.3382514654832,71.2746532988983,71.1907903941889,71.1143090486261,71.0954254258057,71.040065418049,70.9905551720854,70.9098212481644,70.8088845475913,70.6944990995281,70.5312928082102,70.2629449290667,70.0667886081,69.9247197346964,69.7607160681136,69.525111202408,69.2978070484439,69.0033283860105,68.7040449459162,68.4345090707205,68.2718464631763,67.8850063555329,67.7188975854664,67.4194787577024,66.9803640379215,66.6394957924368,66.169194223344,65.7649722907936,65.1561091020802,63.8822681009996,63.6131457955298,63.4257497309409,65.1076390660394,64.9844979503892
Finland,FIN,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.115,75.667,74.2,73.399,72.671,71.909,71.487,72.722,72.91,74.124,74.582,75.379,75.804,75.925,75.933,76.458,76.712,75.373,75.765,74.68,74.175,74.854,74.965,75.028,75.133,75.543,75.667,76.48,77.74,77.947,78.079,78.692,79.654,79.704,79.863
Fiji,FJI,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.039,61.131,60.98,60.933,60.806,60.747,60.637,60.506,60.385,60.266,60.151,60.038,59.925,59.813,59.707,58.264,59.362,60.452,61.531,62.597,63.653,64.699,63.689,62.644,61.562,60.864,60.15,60.073,60.04,60.13,59.528,59.772,60.317,60.333,60.302
France,FRA,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.849,66.358,66.743,66.957,67.055,67.259,67.806,67.558,67.825,68.404,68.472,68.353,68.769,69.564,69.466,69.651,69.585,69.709,69.874,70.222,70.193,70.098,70.739,71.239,70.999,71.223,71.285,71.435,71.871,71.665,71.091,73.009,73.571,73.688,73.792
Faroe Islands,FRO,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.144,51.044,51.103,51.003,50.889,50.735,50.588,50.394,50.241,50.341,50.306,50.21,50.177,50.121,50.13,50.135,50.297,50.328,50.594,50.841,51.004,51.211,51.478,51.738,52.02,52.299,52.601,52.915,53.179,53.313,49.802,50.451,53.344,53.288,53.119
United Kingdom,GBR,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.273,75.913,75.329,74.883,74.665,74.367,74.511,74.65,74.455,74.745,75.018,74.632,74.818,74.853,74.878,75.015,75.372,75.155,75.429,75.221,74.942,75.122,75.69,75.858,76.219,76.473,76.776,77.114,77.499,77.473,77.656,77.017,77.012,77.032,77.077
Georgia,GEO,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.129,68.577,69.066,69.605,70.189,69.922,69.276,68.728,68.544,69.303,66.736,69.098,68.162,69.464,68.182,67.656,66.112,67.713,68.451,70.158,71.459,72.201,73.309,72.941,73.575,74.847,74.16,72.053,69.837,68.553,68.843,66.157,68.776,68.863,68.846
Ghana,GHA,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.215,78.211,77.915,77.615,77.312,77.009,76.705,76.396,76.084,75.77,75.452,75.161,74.868,74.575,74.281,73.981,73.675,73.368,73.058,72.742,72.423,72.1,71.772,71.442,71.112,70.779,69.928,69.079,68.222,67.369,65.939,65.486,64.852,64.854,64.494
Gibraltar,GIB,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.564,65.583,65.617,65.66,65.701,65.738,65.766,65.901,66.032,66.082,66.153,66.307,66.395,65.666,64.931,64.192,63.448,62.697,61.942,61.186,60.429,59.671,58.914,58.161,57.408,56.656,55.908,55.161,54.416,53.671,53.164,53.384,53.316,53.161,52.855
"Gambia, The",GMB,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.396,49.408,49.405,49.39,49.452,49.486,49.474,49.37,49.315,49.159,49.032,48.894,49.084,48.912,48.737,48.909,49.019,49.005,48.881,48.747,48.642,49.073,48.996,48.999,49.154,49.107,49.141,49.073,48.92,48.804,48.894,48.847,48.801,48.696,48.668
Guinea-Bissau,GNB,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.929,63.904,63.882,63.879,63.886,63.885,63.893,63.873,63.72,63.684,63.654,63.609,63.558,63.513,63.472,63.441,63.413,63.386,63.351,63.308,63.264,63.228,63.166,63.111,63.042,62.974,62.894,62.798,62.674,62.552,61.957,62.314,62.51,62.57,62.516
Equatorial Guinea,GNQ,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.171,62.522,62.839,63.116,63.362,63.565,63.713,63.819,63.888,63.88,63.606,63.077,62.454,61.793,61.153,60.721,60.522,60.438,60.454,60.571,60.785,61.108,61.496,61.879,62.238,62.536,62.751,62.878,62.897,62.796,59.321,59.951,62.467,62.214,61.939
Greece,GRC,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.044,57.586,59.103,59.289,60.071,60.61,61.569,61.602,63.093,63.09,63.182,62.58,63.205,63.893,65.119,65.405,65.815,65.71,65.876,66.574,67.114,66.592,66.846,66.842,66.725,66.982,67.179,67.181,67.027,67.176,66.197,66.82,69.138,69.273,69.347
Grenada,GRD,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.413,63.48,63.604,63.686,63.767,63.881,63.907,64,64.121,64.187,64.241,64.236,64.301,64.311,64.349,63.915,63.48,63.045,62.609,62.172,61.734,62.91,66.9,61.882,62.304,62.294,62.407,62.563,62.198,60.969,58.618,59.644,62.055,62.055,62.027
Guam,GUM,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.493,75.168,74.815,74.432,74.021,73.601,73.172,72.731,72.283,71.829,71.386,69.194,65.935,65.687,65.41,64.89,66.618,61.37,63.465,65.544,65.357,66.797,66.972,67.179,67.393,67.644,67.918,68.179,68.5,68.723,67.287,67.967,69.796,70.149,70.477
Guyana,GUY,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.322,61.671,62.076,62.495,62.14,61.782,61.424,61.063,60.698,60.326,59.942,59.537,59.102,59.202,59.248,59.266,59.255,59.222,59.171,59.103,59.019,58.924,58.779,58.594,58.425,58.286,58.182,58.11,58.237,54.504,53.981,54.141,53.62,53.362,53.283
High income,HIC,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.3098541167973,70.4599302134401,70.3917824775896,70.0633534698524,69.9168647277704,69.9068438152843,69.9706889718244,69.9888417010901,69.8611684448561,70.4122431995126,70.5310512982408,70.2873337215365,70.4078653128575,70.41427262234,70.5861756891904,70.9041401643453,71.2327568050174,71.4200868890436,71.6201039856989,71.3555205670845,71.3283485778795,71.3597472287077,71.6955084782343,71.9044483590936,72.2011755807002,72.4320650355439,72.8449256149236,73.196525293032,73.5897529400216,73.8969796456542,73.2197732468683,73.878152017234,74.6103197541054,75.1024490304078,75.2235872181642
"Hong Kong SAR, China",HKG,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.44,69.843,69.107,68.938,69.044,69.115,69.14,69.204,69.354,69.275,69.177,69.677,70.214,69.831,69.888,69.866,69.902,70.042,69.538,69.484,68.237,68.933,69.535,70.588,70.669,71.223,71.544,71.896,72.431,72.079,71.569,71.959,71.322,71.47,71.674
Honduras,HND,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.373,67.056,67.176,67.315,67.172,67.304,67.246,67.315,67.345,67.177,65.645,65.083,64.518,63.951,63.38,62.805,61.014,60.068,60.711,61.849,63.103,60.863,59.662,63.902,65.572,65.482,64.937,65.696,68.326,66.18,61.756,64.577,65.837,59.326,59.204
Heavily indebted poor countries (HIPC),HPC,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.7657554026337,72.8267785551064,72.7945931276203,72.683548515638,72.6427632819975,72.6760299428594,72.6491949823673,72.5875287511173,72.5194256668474,72.4464907989005,72.3740895631246,72.3325683848975,72.2746631511629,72.1924897410003,72.1288730142027,72.0412266973118,71.8092092749331,71.554698861463,71.2520219738602,70.9527556046493,70.6656116218248,70.6985448319281,70.4960793903845,70.3158624048448,69.4143751537718,68.8281025818313,68.2971094122965,67.5784853567836,67.3276788374826,66.9888663374811,65.6159202890486,66.0303664278011,66.0419876153909,67.5873463286316,67.4963518878178
Croatia,HRV,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.563,65.545,65.238,64.917,64.601,64.3,64.046,63.814,63.604,63.46,63.379,63.251,62.993,63.166,64.637,64.62,64.101,65.592,65.768,65.617,65.133,64.178,63.894,63.707,66.124,66.999,65.642,66.497,66.402,66.662,67.236,68.805,70.01,69.877,69.978
Haiti,HTI,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.785,67.447,67.107,66.765,66.422,66.08,65.617,65.154,64.69,64.225,63.761,63.982,64.206,64.43,64.654,64.877,65.244,65.619,65.99,66.368,66.711,66.882,66.851,66.987,67.065,67.081,67.12,67.191,67.228,67.119,66.497,66.784,66.701,66.592,66.511
Hungary,HUN,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.838,61.506,61.395,61.375,61.405,61.443,61.481,61.537,61.636,61.835,62.206,62.651,63.048,63.344,63.651,63.886,64.067,64.077,64.065,63.544,64.145,64.526,65.547,66.606,68.705,70.461,72.071,73.058,74.011,74.648,75.021,76.166,77.186,78.074,78.188
IBRD only,IBD,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.8781071120029,70.6926616291546,70.5300229789673,70.2097527062051,70.0914246094305,69.9597251344769,69.7071950713319,69.5421854166817,69.3878394183726,69.4185268651693,69.2149785840516,68.9986624073946,68.7685427554481,68.6101042891787,68.5474976689099,68.4410829190475,68.1018384512621,67.8974703875291,67.5266438646565,67.1912415969538,66.7965387745062,66.6394160166555,66.3948832022539,66.155049569173,66.0388304210133,65.9828434170646,65.8987615580309,65.7618575739687,65.6968486579866,65.6138708436702,64.0750110955585,65.2157857889362,65.5707823480423,66.0321423940298,66.2104954368049
IDA & IBRD total,IBT,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.1936559019401,70.0463892499924,69.9056617055918,69.6335768739418,69.5395223729739,69.4061280445323,69.2203592354098,69.1005710939537,68.9815300911173,69.0011852648205,68.8228537950084,68.6319590368947,68.4245488300108,68.2789308827298,68.2091557873486,68.0932480416645,67.7770822637729,67.5716558392139,67.2323474031243,66.9552547161547,66.634815636812,66.4977421002476,66.2650433683303,66.054288906525,65.8651313500584,65.7826297990485,65.6529359268851,65.5148495792045,65.4286083972008,65.3445201732722,64.0173476739633,64.9584259106255,65.2521162118673,65.8052234736762,65.9218246341208
IDA total,IDA,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0199292783828,67.0763098293302,67.0649094167932,67.0411360124803,67.0848299772776,66.9711439176074,67.1000251676145,67.1942038777874,67.2441409767996,67.2340530016221,67.178460348008,67.1084070649798,67.0079983642472,66.9275181700503,66.8411082352923,66.6998294955696,66.4901905398724,66.2974678948221,66.0964522023349,66.0561307662798,66.0268222593478,65.9722767436253,65.7896469827212,65.6895394739036,65.2442616505803,65.0770926258086,64.8002254657628,64.6724539832607,64.5299627786215,64.4587353390906,63.8313426566027,64.1443285784252,64.271936277781,65.1022631238637,65.0396037261161
IDA blend,IDB,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.7428505869587,66.9540091741532,67.0700458732043,67.0267439483266,67.100140172128,66.8050839379102,67.1110569268918,67.4067912637163,67.2920194018533,67.3777227370067,67.4145555514637,67.3394600717753,67.1855909204965,67.1305017297261,67.0128763413045,66.7697991118751,66.5312984973423,66.3639459135139,66.1438198880402,66.1687127890192,66.2070793014669,66.0828592373773,66.2015433330728,66.3021856326842,66.1051432119259,66.5349052299151,66.5007293542398,66.247630178594,65.9427341965755,66.1295107879275,66.0495983072228,66.6470995520289,66.6474286288586,67.1639540513839,67.1732905285051
Indonesia,IDN,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.087,67.766,68.037,67.336,68.717,68.699,68.678,68.073,68.672,69.089,69.587,69.101,68.024,67.653,67.61,66.571,66.415,68.401,68.599,68.253,68.858,69.388,69.951,69.272,69.063,69.001,68.742,69.047,70.027,70.571,69.644,68.175,69.08,69.073,69.106
IDA only,IDX,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.1552742123186,67.1363064710891,67.0623927376151,67.0481679534112,67.0773609249343,67.0521381334381,67.0946304874104,67.0899050410921,67.2205910156078,67.1632480738211,67.0616950236489,66.9935799969516,66.9195239251192,66.8261891678263,66.7550334623917,66.6646436348113,66.4694647367975,66.2638215481856,66.0723805056438,65.998743334054,65.9347352367008,65.9157673157303,65.5794485331688,65.3771790436055,64.8061656757465,64.3375198299109,63.9415733250409,63.8801361923074,63.8213808005974,63.6234437432405,62.7249600890788,62.8973806721358,63.0901031982276,64.0387875431189,63.9315147848903
Isle of Man,IMN,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.868,59.919,59.973,60.029,60.092,60.47,60.851,61.237,61.625,62.014,62.401,62.253,62.104,61.955,61.8,61.646,60.664,59.7,58.759,57.843,56.953,56.314,55.693,55.616,55.531,55.436,55.339,55.242,55.139,55.03,54.374,55.481,56.664,57.922,58.987
Not classified,INX,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.686,70.597,69.615,70.349,70.976,71.318,72.566,71.879,72.887,73.248,73.834,73.862,73.689,73.526,73.628,74.926,75.169,75.564,74.838,73.018,71.604,71.18,71.128,71.795,71.84,72.061,72.663,72.633,72.939,73.251,71.883,74.793,76.499,77.226,77.494
"Iran, Islamic Rep.",IRN,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.053,47.822,47.377,46.909,46.374,45.759,45.096,45.16,45.235,45.355,45.536,45.793,46.121,46.599,47.228,47.927,47.118,46.308,44.154,44.938,44.363,42.714,44.009,43.452,43.344,44.565,46.019,47.313,47.579,47.371,44.693,44.486,44.273,44.233,44.05
Iraq,IRQ,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.081,44.016,43.823,43.783,43.743,43.676,43.631,43.5,43.508,43.512,43.511,43.507,43.5,43.49,43.477,43.462,43.443,43.421,43.264,43.108,42.954,42.801,42.645,43.649,44.665,44.72,44.775,43.509,43.453,43.297,41.501,41.507,43.027,43.022,42.93
Iceland,ISL,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.002,82.042,82.702,82.452,82.918,85.971,84.58,83.648,85.366,86.76,88.549,88.415,87.163,87.744,86.615,85.765,86.844,86.916,85.962,84.3,84.483,84.269,84.684,85.647,87.168,88.207,89.202,88.528,87.356,87.095,84.88,84.87,86.496,86.713,86.792
Israel,ISR,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.785,66.273,66.887,68.5,69.522,70.025,69.464,69.11,68.414,68.809,69.501,69.341,68.476,68.918,69.485,69.882,70.388,71.004,70.856,70.799,71.167,70.928,73.247,73.156,73.833,73.842,73.799,73.803,73.654,73.339,71.665,71.819,73.499,73.636,73.778
Italy,ITA,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.072,60.546,58.684,58.267,57.903,57.704,58.152,58.444,59.096,59.59,59.895,60.2,60.885,61.584,62.875,62.488,62.661,62.43,62.911,62.241,62,62.042,63.464,63.316,63.892,63.976,64.881,65.381,65.581,65.69,64.086,64.484,65.556,66.696,66.856
Jamaica,JAM,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.749,75.397,75.01,74.572,74.095,73.586,73.051,72.487,71.911,71.065,70.402,69.751,69.328,68.907,68.755,68.477,68.158,67.817,67.471,65.053,63.339,64.028,63.899,65.036,65.707,68.823,68.302,69.072,68.924,70.577,68.42,69.347,71.497,71.915,72.239
Jordan,JOR,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.352,40.748,40.54,40.684,40.773,40.76,40.851,40.859,40.87,40.875,40.859,40.333,39.89,38.959,39.456,39.95,39.404,41.609,41.362,41.992,41.378,40.93,39.899,38.969,38.135,39.424,40.792,42.188,41.192,41.408,42.221,40.883,40.845,40.916,40.917
Japan,JPN,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.188,70.75,71.23,71.403,71.467,71.591,72.092,72.663,72.692,72.544,72.624,72.748,72.436,72.387,72.415,72.919,73.432,73.845,74.023,74.083,74.064,74.116,74.371,75.241,75.902,76.225,77.122,77.884,79.073,79.798,79.842,80.257,80.9,81.51,81.912
